mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
normal,2021-01-02 21:04:00+00:00,2021-01-02 22:24:00+00:00,766.17,766.17,773.8317,10068.934849040132,2517.233712260033,20.090067429884584,0.007981010000000056,1,81,take_profit
normal,2021-01-02 22:25:00+00:00,2021-01-03 05:03:00+00:00,774.09,774.09,781.8309,10089.024916470016,2522.256229117504,20.13015218714918,0.007981010000000035,1,399,take_profit
normal,2021-01-03 05:04:00+00:00,2021-01-03 06:07:00+00:00,782.26,782.26,790.0826,10109.155068657166,2527.2887671642916,20.170316923625705,0.007981009999999929,1,64,take_profit
normal,2021-01-03 06:08:00+00:00,2021-01-03 06:15:00+00:00,790.76,790.76,798.6676,10129.325385580792,2532.331346395198,20.21056179889365,0.007981010000000044,1,8,take_profit
normal,2021-01-03 06:16:00+00:00,2021-01-03 08:35:00+00:00,798.28,798.28,806.2628,10149.535947379685,2537.3839868449213,20.250886972849457,0.007981010000000108,1,140,take_profit
normal,2021-01-03 08:36:00+00:00,2021-01-03 08:56:00+00:00,807.81,807.81,815.8881,10169.786834352535,2542.446708588134,20.29129260570926,0.00798101000000011,1,21,take_profit
normal,2021-01-03 08:57:00+00:00,2021-01-03 09:07:00+00:00,817.3,817.3,825.473,10190.078126958244,2547.519531739561,20.331778858008875,0.007981010000000047,1,11,take_profit
normal,2021-01-03 09:08:00+00:00,2021-01-03 12:14:00+00:00,824.59,824.59,832.8359,10210.409905816254,2552.6024764540634,20.37234589060472,0.00798101000000003,1,187,take_profit
normal,2021-01-03 12:15:00+00:00,2021-01-03 13:21:00+00:00,833.47,833.47,841.8047,10230.782251706858,2557.6955629267145,20.41299386467381,0.007981010000000028,1,67,take_profit
normal,2021-01-03 13:22:00+00:00,2021-01-03 13:29:00+00:00,843.74,843.74,852.1774,10251.195245571533,2562.798811392883,20.45372294171466,0.007981009999999978,1,8,take_profit
normal,2021-01-03 13:30:00+00:00,2021-01-03 13:35:00+00:00,851.42,851.42,859.9341999999999,10271.648968513247,2567.912242128312,20.494533283548662,0.007981010000000071,1,6,take_profit
normal,2021-01-03 13:36:00+00:00,2021-01-03 13:38:00+00:00,860.49,860.49,869.0949,10292.143501796796,2573.035875449199,20.53542505231917,0.007981010000000139,1,3,take_profit
